OTU_ID	inoculum1.control.before	inoculum1.control.after	inoculum1.treatment.before	inoculum1.treatment.after	inoculum2.control.before	inoculum2.control.after	inoculum2.treatment.before	inoculum2.treatment.after
otu2676	0	0	0	0	0	3	0	0
otu2677	0	0	0	0	0	2	1	0
otu2678	1	0	0	1	0	0	0	0
otu2679	0	0	0	0	0	4	0	0
otu2680	0	0	0	5	0	0	0	0
otu2681	0	0	0	0	0	1	0	3
otu2682	0	0	0	0	0	2	0	0
otu2683	2	0	0	1	0	0	0	0
otu2684	0	0	0	0	0	1	0	1
otu2685	0	0	0	0	0	3	0	1
otu2686	0	0	0	0	0	3	1	0
otu2687	0	0	0	0	0	5	0	0
otu2688	0	0	0	2	0	0	0	0
otu2689	0	0	0	4	0	0	0	0
otu2690	0	0	0	0	0	2	0	0
otu2691	0	0	0	0	0	5	0	0
otu2692	0	0	0	0	0	4	0	0
otu2693	0	0	0	2	0	0	0	0
otu2694	0	0	0	0	0	1	0	1
otu2695	0	0	0	0	0	0	1	1
otu2696	0	0	0	0	0	5	0	0
otu2697	0	0	0	0	0	5	0	0
otu2698	0	0	0	2	0	0	0	0
otu2699	0	0	0	0	0	4	0	1
otu2700	2	0	0	0	0	0	0	0
otu2701	0	0	0	0	0	5	0	0
otu2702	0	0	0	0	0	1	0	1
otu2703	0	0	0	0	1	1	0	0
otu2704	2	0	0	0	0	0	0	0
otu2705	0	0	0	0	0	0	1	1
otu2706	0	0	0	0	0	5	0	0
otu2707	0	0	0	2	0	0	0	0
otu2708	0	0	0	0	0	0	0	2
otu2709	0	0	0	0	0	2	0	1
otu2710	0	0	0	0	0	0	1	1
otu2711	0	0	0	0	0	0	0	3
otu2712	0	0	0	0	0	0	1	2
otu2713	0	0	0	0	0	1	1	0
otu2714	0	0	0	0	0	1	0	1
otu2715	0	0	0	0	0	2	0	1
otu2716	0	0	0	0	0	0	1	1
otu2717	0	0	0	0	0	4	0	0
otu2718	0	0	0	0	0	0	1	1
otu2719	0	0	0	0	0	3	0	0
otu2720	0	0	0	0	1	2	0	0
otu2721	0	0	0	0	0	4	0	0
otu2722	0	0	0	2	0	0	0	0
otu2723	0	0	0	0	0	3	0	0
otu2724	0	0	0	0	0	4	0	0
otu2725	0	0	0	0	0	2	0	0
otu2726	0	0	0	0	0	2	2	0
otu2727	0	0	0	0	0	4	0	0
otu2728	0	0	0	0	0	4	0	0
otu2729	0	0	0	0	0	2	0	1
otu2730	0	0	0	0	1	1	0	0
otu2731	0	0	0	0	1	0	1	0
otu2732	0	0	0	4	0	0	0	0
otu2733	0	0	0	0	0	3	0	0
otu2734	0	0	0	0	0	0	2	0
otu2735	0	0	0	4	0	0	0	0
otu2736	2	0	0	0	0	0	0	0
otu2737	0	0	0	0	0	4	0	0
otu2738	0	0	0	4	0	0	0	0
otu2739	0	0	0	0	0	1	0	2
otu2740	0	0	0	3	0	0	0	0
otu2741	0	0	0	4	0	0	0	0
otu2742	0	0	0	0	1	1	0	1
otu2743	0	0	0	0	1	0	1	0
otu2744	0	0	0	0	0	4	0	0
otu2745	0	0	0	0	0	4	0	0
otu2746	0	0	0	0	0	0	2	0
otu2747	0	0	0	0	0	3	0	1
otu2748	0	0	0	4	0	0	0	0
otu2749	0	0	0	4	0	0	0	0
otu2750	0	0	0	4	0	0	0	0
otu2751	0	0	0	0	0	2	0	1
otu2752	0	0	0	0	0	1	1	1
otu2753	0	0	0	0	0	0	0	2
otu2754	0	0	0	0	0	4	0	0
otu2755	0	0	0	0	0	1	0	2
otu2756	0	0	0	4	0	0	0	0
otu2757	0	0	0	4	0	0	0	0
otu2758	0	0	0	0	1	1	0	1
otu2759	0	0	0	4	0	0	0	0
otu2760	0	0	0	0	0	0	0	3
otu2761	1	0	0	2	0	0	0	0
otu2762	0	0	0	3	0	0	0	0
otu2763	0	0	0	0	0	1	1	0
otu2764	0	0	0	4	0	0	0	0
otu2765	0	0	0	0	1	2	0	0
otu2766	0	0	0	4	0	0	0	0
otu2767	0	0	0	0	0	0	0	2
otu2768	0	0	0	0	0	4	0	0
otu2769	0	0	3	0	0	0	0	0
otu2770	0	0	0	0	0	1	0	2
otu2771	0	0	0	0	1	1	0	0
otu2772	0	0	0	0	0	2	0	0
otu2773	0	0	0	0	0	1	0	1
otu2774	0	0	0	1	1	0	0	0
otu2775	0	0	0	0	0	0	0	2
otu2776	0	0	0	0	1	1	0	0
otu2777	0	0	0	0	0	3	0	0
otu2778	0	0	0	0	0	1	1	1
otu2779	0	0	0	0	1	1	0	0
otu2780	0	0	0	0	0	0	0	2
otu2781	0	0	0	2	0	0	0	0
otu2782	0	0	0	4	0	0	0	0
otu2783	0	0	0	0	0	4	0	0
otu2784	1	0	0	1	0	0	0	0
otu2785	0	0	0	0	1	2	0	1
otu2786	0	0	0	0	0	0	0	2
otu2787	0	0	0	0	0	4	0	0
otu2788	0	0	0	4	0	0	0	0
otu2789	0	0	0	0	4	0	0	0
otu2790	0	0	0	4	0	0	0	0
otu2791	0	0	0	2	0	0	0	0
otu2792	0	0	0	0	0	3	1	0
otu2793	0	0	0	0	0	4	0	0
otu2794	0	0	0	0	0	4	0	0
otu2795	0	0	0	0	0	2	0	0
otu2796	0	0	0	0	0	4	0	0
otu2797	0	0	0	0	0	4	0	0
otu2798	0	0	0	0	1	2	0	1
otu2799	0	0	0	0	0	0	1	1
otu2800	0	0	0	0	0	1	0	3
otu2801	0	0	0	3	0	0	0	0
otu2802	0	0	1	0	0	0	0	1
otu2803	0	0	0	0	0	1	0	1
otu2804	0	0	0	0	0	4	0	0
otu2805	0	0	0	0	0	2	0	0
otu2806	0	0	0	0	0	0	1	1
otu2807	0	0	0	1	0	2	0	1
otu2808	0	0	0	0	0	1	1	0
otu2809	0	0	0	0	1	0	0	1
otu2810	0	0	0	0	1	0	0	1
otu2811	0	0	0	0	1	1	0	1
otu2812	0	0	0	0	0	3	0	1
otu2813	0	0	0	0	0	1	1	0
otu2814	0	0	0	0	0	2	0	2
otu2815	0	0	0	0	0	4	0	0
otu2816	0	0	0	2	0	0	0	0
otu2817	0	0	0	0	0	0	0	2
otu2818	0	0	0	0	0	4	0	0
otu2819	0	0	0	0	0	0	0	2
otu2820	0	0	1	0	0	0	1	0
otu2821	0	0	0	0	0	0	0	3
otu2822	0	0	0	2	0	0	0	0
otu2823	0	0	0	3	0	0	0	0
otu2824	0	0	0	0	0	0	0	2
otu2825	0	0	0	0	1	1	0	1
otu2826	0	0	0	0	0	4	0	0
otu2827	0	0	0	0	0	4	0	0
otu2828	0	0	0	0	0	4	0	0
otu2829	0	0	0	0	0	4	0	0
otu2830	0	0	0	0	1	1	0	1
otu2831	0	0	0	0	0	0	1	1
otu2832	0	0	0	0	0	3	0	0
otu2833	0	0	0	4	0	0	0	0
otu2834	0	0	0	0	0	0	1	1
otu2835	0	0	1	0	0	0	1	0
otu2836	0	0	0	0	0	0	1	1
otu2837	0	0	0	0	0	3	0	0
otu2838	0	0	0	1	0	0	1	0
otu2839	0	0	0	4	0	0	0	0
otu2840	0	0	0	0	0	4	0	0
otu2841	0	0	0	0	0	1	1	0
otu2842	0	0	0	2	0	0	0	0
otu2843	2	0	0	0	0	0	0	0
otu2844	0	0	0	0	0	0	2	0
otu2845	0	0	0	2	0	0	0	0
otu2846	2	0	0	0	0	0	0	0
otu2847	0	0	0	4	0	0	0	0
otu2848	0	0	0	0	0	2	1	1
otu2849	0	0	0	0	0	0	2	0
otu2850	0	0	0	0	0	1	1	0
otu2851	0	0	0	0	1	1	0	0
otu2852	0	0	0	2	0	0	0	0
otu2853	0	0	0	0	0	0	1	1
otu2854	0	0	0	0	0	1	0	2
otu2855	0	0	0	0	0	1	0	3
otu2856	0	0	0	0	0	0	0	2
otu2857	0	0	0	0	0	1	1	1
otu2858	0	4	0	0	0	0	0	0
otu2859	0	0	0	0	0	2	1	0
otu2860	0	0	0	0	0	4	0	0
otu2861	0	0	0	0	0	3	0	0
otu2862	0	0	0	0	0	3	0	0
otu2863	0	0	0	1	0	0	0	1
otu2864	1	0	0	1	0	0	0	0
otu2865	0	0	0	0	0	4	0	0
otu2866	0	0	0	0	1	2	0	0
otu2867	0	0	0	0	0	0	0	3
otu2868	0	0	0	0	1	0	1	0
otu2869	2	0	0	1	0	0	0	0
otu2870	0	0	0	0	0	3	0	1
otu2871	0	0	0	0	0	0	0	2
otu2872	0	0	0	0	0	0	1	1
otu2873	0	0	0	0	0	2	0	1
otu2874	0	0	0	0	0	0	0	4
otu2875	0	0	0	0	0	0	0	2
otu2876	0	0	0	0	1	2	0	0
otu2877	0	0	0	0	0	1	0	1
otu2878	0	0	0	3	0	0	0	0
otu2879	0	0	0	0	0	2	0	0
otu2880	0	0	0	0	0	4	0	0
otu2881	0	0	0	0	0	2	0	2
otu2882	0	0	0	0	0	4	0	0
otu2883	0	0	0	0	1	1	0	0
otu2884	0	0	0	4	0	0	0	0
otu2885	0	0	0	0	1	0	1	1
otu2886	0	0	0	0	1	0	1	1
otu2887	0	0	0	0	0	1	0	1
otu2888	0	0	0	0	0	4	0	0
otu2889	0	0	0	1	0	1	0	0
otu2890	0	0	0	0	0	4	0	0
otu2891	0	0	0	0	0	4	0	0
otu2892	0	0	0	0	1	1	1	0
otu2893	0	0	0	0	0	0	0	3
otu2894	0	0	1	1	0	0	0	0
otu2895	0	0	0	0	1	1	0	1
otu2896	0	0	0	0	0	3	1	0
otu2897	0	0	0	0	0	0	2	0
otu2898	0	0	0	0	0	4	0	0
otu2899	0	0	2	0	0	0	0	0
otu2900	0	0	0	0	1	0	2	0
otu2901	0	0	0	0	0	2	0	0
otu2902	0	0	0	0	0	1	0	2
otu2903	0	0	0	2	0	0	0	0
otu2904	0	0	0	0	0	0	2	0
otu2905	0	0	0	0	0	4	0	0
otu2906	0	0	0	0	1	0	0	1
otu2907	0	1	0	0	0	0	2	0
otu2908	0	0	0	0	0	0	1	1
otu2909	0	0	0	0	0	0	2	0
otu2910	0	0	0	0	0	2	0	2
otu2911	0	0	0	0	0	4	0	0
otu2912	0	0	0	0	0	4	0	0
otu2913	0	0	0	4	0	0	0	0
otu2914	0	0	0	4	0	0	0	0
otu2915	0	0	0	0	1	2	0	0
otu2916	0	0	0	0	1	0	0	1
otu2917	0	0	0	0	0	0	1	2
otu2918	0	0	0	4	0	0	0	0
otu2919	0	0	0	0	0	0	0	4
otu2920	0	0	0	0	1	1	0	0
otu2921	0	0	0	2	0	0	0	0
otu2922	0	0	0	0	0	0	2	0
otu2923	0	0	0	0	2	0	0	0
otu2924	0	0	0	0	0	0	0	4
otu2925	0	0	0	0	0	0	0	3
otu2926	0	0	0	0	0	0	0	4
otu2927	0	0	0	0	0	2	0	0
otu2928	0	0	0	0	0	2	0	0
otu2929	0	0	0	4	0	0	0	0
otu2930	0	0	0	0	1	0	0	1
otu2931	0	0	0	0	0	1	2	0
otu2932	0	0	0	0	0	0	2	0
otu2933	0	0	0	0	1	2	0	0
otu2934	1	0	0	1	0	0	0	0
otu2935	0	0	0	4	0	0	0	0
otu2936	0	0	0	0	0	2	0	0
otu2937	0	0	0	0	0	3	0	0
otu2938	0	0	0	0	0	0	2	0
otu2939	0	0	0	0	0	3	0	0
otu2940	0	0	0	0	0	0	0	2
otu2941	0	0	0	0	0	2	0	0
otu2942	0	0	0	0	0	0	1	3
otu2943	0	0	0	0	1	1	0	0
otu2944	0	0	0	0	0	4	0	0
otu2945	0	0	1	0	0	0	1	0
otu2946	0	0	0	0	1	2	1	0
otu2947	0	0	0	0	0	2	0	1
otu2948	0	0	0	2	0	0	0	0
otu2949	0	0	0	0	0	2	0	0
otu2950	0	0	0	0	0	0	1	1
otu2951	0	0	0	1	0	0	0	2
otu2952	0	0	0	0	1	0	0	1
otu2953	0	0	0	0	0	2	1	0
otu2954	0	0	0	2	0	0	0	0
otu2955	0	0	0	2	0	0	0	0
otu2956	0	0	0	0	0	4	0	0
otu2957	0	0	0	0	0	0	1	1
otu2958	0	1	1	0	0	0	1	0
otu2959	0	0	0	0	0	4	0	0
otu2960	0	0	0	0	0	4	0	0
otu2961	0	0	0	2	0	0	0	0
otu2962	0	0	0	0	1	2	0	0
otu2963	0	0	0	0	0	4	0	0
otu2964	0	0	0	0	0	0	0	2
otu2965	0	0	0	0	0	4	0	0
otu2966	0	0	0	0	1	1	0	1
otu2967	1	0	0	1	0	0	0	1
otu2968	0	0	0	0	0	2	0	1
otu2969	0	0	0	0	0	4	0	0
otu2970	0	0	0	0	0	3	1	0
otu2971	0	0	0	0	0	1	0	1
otu2972	1	0	0	2	0	0	0	0
otu2973	0	0	0	0	0	4	0	0
otu2974	1	0	0	2	0	0	0	0
otu2975	0	0	0	0	1	0	1	1
otu2976	0	0	0	0	0	2	0	0
otu2977	0	0	0	0	0	2	0	1
otu2978	0	0	0	0	0	2	0	2
otu2979	0	0	0	0	0	3	0	0
otu2980	0	0	0	0	0	4	0	0
otu2981	0	0	0	0	0	0	1	1
otu2982	0	0	0	0	0	3	0	0
otu2983	1	0	0	1	0	0	0	0
otu2984	0	0	0	0	0	2	0	0
otu2985	0	0	0	4	0	0	0	0
otu2986	0	0	0	0	0	0	1	1
otu2987	0	0	0	0	0	2	0	1
otu2988	0	0	0	0	0	4	0	0
otu2989	0	0	0	0	0	1	0	1
otu2990	0	0	0	0	0	2	0	1
otu2991	0	0	0	0	0	2	0	1
otu2992	0	0	0	0	0	2	0	0
otu2993	0	0	0	0	0	1	1	0
otu2994	0	0	0	0	0	0	0	2
otu2995	0	0	0	0	1	0	0	1
otu2996	0	0	0	0	0	0	1	1
otu2997	0	0	0	0	2	1	1	0
otu2998	2	0	0	0	0	0	0	0
otu2999	0	0	0	0	0	4	0	0
otu3000	0	0	0	0	0	2	0	0
otu3001	0	0	0	0	0	0	1	1
otu3002	0	0	0	0	0	1	0	1
otu3003	0	0	0	0	0	0	0	2
otu3004	0	0	0	0	0	3	0	1
otu3005	0	1	0	1	0	0	0	0
otu3006	0	0	0	0	1	0	0	1
otu3007	0	0	0	2	0	0	0	0
otu3008	0	0	0	4	0	0	0	0
otu3009	0	0	0	0	0	2	0	0
otu3010	0	0	0	0	0	0	0	2
otu3011	0	0	0	0	1	0	1	0
otu3012	0	0	0	0	0	3	0	0
otu3013	0	0	0	0	1	0	0	1
otu3014	0	0	0	0	1	2	0	0
otu3015	0	0	0	0	1	2	0	0
otu3016	0	0	0	2	0	0	0	0
otu3017	0	0	0	2	0	0	0	0
otu3018	0	0	0	0	0	1	0	1
otu3019	0	0	0	4	0	0	0	0
otu3020	0	0	0	2	0	0	1	0
otu3021	1	0	0	3	0	0	0	0
otu3022	0	0	0	0	0	4	0	0
otu3023	1	0	0	1	0	0	0	0
otu3024	0	0	0	0	0	1	0	1
otu3025	0	0	0	2	0	0	0	0
otu3026	0	0	0	0	0	4	0	0
otu3027	0	0	0	0	0	1	1	0
otu3028	0	0	0	0	0	2	0	1
otu3029	0	0	0	0	0	0	0	3
otu3030	0	0	0	2	0	0	0	0
otu3031	0	0	0	0	0	0	3	0
otu3032	0	0	0	0	0	1	0	3
otu3033	0	0	0	0	1	1	0	0
otu3034	0	0	0	1	1	0	0	0
otu3035	0	0	0	4	0	0	0	0
otu3036	0	0	0	0	0	3	0	0
otu3037	0	0	0	0	0	4	0	0
otu3038	0	0	0	2	0	0	0	0
otu3039	0	0	0	4	0	0	0	0
otu3040	0	0	0	0	0	2	0	0
otu3041	0	0	0	0	0	0	1	1
otu3042	0	0	0	0	0	2	0	1
otu3043	0	0	0	0	0	4	0	0
otu3044	0	0	0	2	0	0	0	0
otu3045	0	0	0	0	0	0	1	1
otu3046	0	0	0	0	0	3	0	0
otu3047	0	0	0	0	0	4	0	0
otu3048	0	0	0	0	0	4	0	0
otu3049	0	0	0	0	0	1	0	1
otu3050	0	0	0	0	0	3	0	1
otu3051	0	0	0	3	0	0	0	0
otu3052	0	0	0	0	0	0	0	2
otu3053	0	0	0	0	0	4	0	0
otu3054	0	0	0	0	0	2	0	0
otu3055	0	0	0	3	0	0	0	0
otu3056	0	0	0	0	0	4	0	0
otu3057	0	0	0	0	1	0	0	1
otu3058	0	0	0	0	0	2	0	0
otu3059	0	0	0	0	0	3	0	0
otu3060	0	0	0	0	0	4	0	0
otu3061	0	0	0	0	0	0	0	2
otu3062	0	0	0	0	0	3	0	0
otu3063	0	0	0	4	0	0	0	0
otu3064	0	0	0	0	0	4	0	0
otu3065	0	0	0	0	0	2	0	1
otu3066	0	0	0	0	0	1	0	1
otu3067	0	0	0	1	0	0	0	2
otu3068	0	0	0	2	0	0	0	0
otu3069	0	0	0	0	0	4	0	0
otu3070	0	1	0	2	0	0	0	0
otu3071	0	0	0	0	0	3	0	0
otu3072	1	0	1	0	0	0	0	0
otu3073	0	0	0	2	0	0	0	0
otu3074	0	0	0	0	0	0	0	3
otu3075	0	0	0	0	0	2	0	0
otu3076	0	0	0	0	0	2	0	0
otu3077	0	0	0	0	0	1	0	1
otu3078	0	0	0	0	0	0	0	3
otu3079	0	0	0	2	0	0	0	0
otu3080	0	0	0	0	0	0	0	3
otu3081	0	0	0	0	0	0	1	1
otu3082	0	0	0	0	1	1	1	0
otu3083	0	0	0	0	0	0	0	2
otu3084	0	0	0	0	0	3	0	0
otu3085	0	0	0	3	0	0	0	0
otu3086	0	0	0	0	0	1	0	1
otu3087	0	0	0	0	0	3	0	0
otu3088	0	0	0	0	0	3	0	0
otu3089	0	0	0	0	0	2	0	0
otu3090	0	0	0	0	0	2	0	0
otu3091	0	0	0	0	0	2	0	0
otu3092	0	0	0	0	0	0	2	0
otu3093	0	0	0	3	0	0	0	0
otu3094	0	0	0	0	0	3	0	0
otu3095	0	0	0	0	0	1	0	2
otu3096	2	0	0	0	0	0	0	0
otu3097	0	0	0	0	0	0	0	2
otu3098	1	0	0	0	0	0	1	0
otu3099	0	0	0	0	0	0	0	3
otu3100	0	0	0	0	0	3	0	0
otu3101	0	0	0	3	0	0	0	0
otu3102	0	0	0	0	0	0	0	2
otu3103	0	0	0	0	0	3	0	0
otu3104	0	2	0	0	0	0	0	0
otu3105	0	0	0	0	0	2	0	0
otu3106	0	0	0	0	0	2	0	0
otu3107	2	0	0	0	0	0	0	0
otu3108	0	0	0	0	0	1	0	1
otu3109	0	0	0	0	0	1	1	0
otu3110	0	0	0	0	1	0	1	0
otu3111	0	0	0	0	0	1	0	1
otu3112	0	0	0	0	0	2	0	0
otu3113	0	0	0	0	0	3	0	0
otu3114	0	0	0	0	0	3	0	0
otu3115	0	0	0	0	0	2	0	0
otu3116	0	0	0	0	0	2	0	1
otu3117	0	0	0	0	2	0	0	0
otu3118	0	0	0	2	0	0	0	0
otu3119	0	0	0	0	0	0	0	2
otu3120	0	0	0	3	0	0	0	0
otu3121	0	0	0	0	0	2	0	1
otu3122	0	0	0	2	0	0	0	0
otu3123	0	0	0	1	0	0	1	0
otu3124	0	0	0	0	0	2	1	0
otu3125	0	0	0	0	0	3	0	0
otu3126	0	0	0	2	0	0	0	0
otu3127	0	0	0	3	0	0	0	0
otu3128	0	0	0	0	0	1	0	1
otu3129	0	0	0	0	0	3	0	0
otu3130	0	0	0	3	0	0	0	0
otu3131	0	0	0	0	0	0	0	2
otu3132	0	0	0	2	0	0	0	0
otu3133	0	0	0	0	0	2	0	0
otu3134	0	1	1	0	0	0	0	0
otu3135	0	0	0	0	0	1	0	2
otu3136	0	0	0	0	0	0	2	0
otu3137	0	0	0	0	0	3	0	0
otu3138	0	0	0	3	0	0	0	0
otu3139	0	0	0	0	0	0	0	3
otu3140	1	0	0	1	0	0	0	0
otu3141	0	1	1	0	0	0	0	0
otu3142	0	0	0	3	0	0	0	0
otu3143	0	0	0	0	0	0	0	2
otu3144	3	0	0	0	0	0	0	0
otu3145	0	0	0	0	0	0	0	2
otu3146	0	0	0	0	0	3	0	0
otu3147	0	0	0	0	0	0	0	2
otu3148	1	0	0	1	0	0	0	0
otu3149	0	0	0	3	0	0	0	0
otu3150	0	0	0	3	0	0	0	0
otu3151	0	0	0	0	0	3	0	0
otu3152	0	0	0	0	0	0	1	1
otu3153	1	0	0	1	0	0	0	0
otu3154	0	0	0	0	0	3	0	0
otu3155	0	0	0	3	0	0	0	0
otu3156	0	0	0	0	0	0	1	1
otu3157	0	0	0	0	0	0	2	0
otu3158	0	0	0	0	0	0	1	1
otu3159	0	0	0	0	0	1	0	1
otu3160	0	0	0	0	0	1	0	1
otu3161	0	0	0	0	0	0	1	2
otu3162	0	0	0	0	0	0	0	3
otu3163	0	1	0	1	0	0	0	0
otu3164	0	0	0	0	0	2	1	0
otu3165	1	0	1	0	0	0	0	0
otu3166	0	0	0	0	0	2	1	0
otu3167	0	0	0	0	0	3	0	0
otu3168	0	0	0	0	0	0	0	2
otu3169	0	0	0	0	0	3	0	0
otu3170	0	0	0	0	0	3	0	0
otu3171	0	0	0	0	0	2	0	0
otu3172	0	0	0	3	0	0	0	0
otu3173	0	0	0	0	0	2	0	1
otu3174	0	0	0	0	0	1	0	1
otu3175	0	0	0	0	0	1	1	1
otu3176	0	0	0	0	0	2	0	0
otu3177	0	0	0	0	0	1	0	2
otu3178	0	0	0	0	0	2	0	0
otu3179	0	0	0	0	0	0	0	2
otu3180	0	0	0	0	0	3	0	0
otu3181	0	1	0	1	0	0	0	0
otu3182	0	0	0	0	0	3	0	0
otu3183	0	0	0	0	0	1	0	2
otu3184	0	0	0	0	0	1	0	2
otu3185	0	1	0	1	0	0	0	0
otu3186	0	0	0	0	0	1	0	1
otu3187	0	0	0	0	0	3	0	0
otu3188	0	0	0	0	2	0	0	1
otu3189	0	0	0	0	0	0	0	3
otu3190	0	0	0	0	0	0	1	1
otu3191	0	0	0	0	0	0	0	2
otu3192	0	0	0	0	0	2	0	1
otu3193	0	0	0	0	0	2	0	0
otu3194	0	0	0	2	0	0	0	0
otu3195	0	0	0	0	0	3	0	0
otu3196	0	0	0	1	0	0	0	2
otu3197	0	0	0	0	0	1	0	2
otu3198	0	0	0	0	0	0	0	2
otu3199	0	0	0	0	0	3	0	0
otu3200	0	0	0	0	0	0	1	1
otu3201	0	0	0	0	0	0	0	2
otu3202	0	0	0	0	1	0	1	0
otu3203	0	0	0	0	0	3	0	0
otu3204	0	0	0	3	0	0	0	0
otu3205	0	0	0	0	0	3	0	0
otu3206	0	0	0	0	0	3	0	0
otu3207	0	0	0	0	0	3	0	0
otu3208	0	0	0	3	0	0	0	0
otu3209	0	0	0	0	0	0	0	2
otu3210	0	0	0	3	0	0	0	0
otu3211	0	0	0	0	0	0	1	1
otu3212	0	0	0	0	0	0	1	1
otu3213	0	0	0	0	0	3	0	0
otu3214	0	0	0	0	0	0	0	3
otu3215	0	0	0	0	0	1	0	1
otu3216	0	0	0	0	0	2	0	0
otu3217	0	0	0	0	0	0	0	3
otu3218	0	0	0	0	0	2	0	0
otu3219	0	0	0	0	1	1	0	0
otu3220	0	0	0	0	0	1	0	1
otu3221	0	0	0	0	0	3	0	0
otu3222	0	0	0	0	0	0	1	1
otu3223	0	0	0	0	1	0	0	1
otu3224	0	0	0	3	0	0	0	0
otu3225	0	2	0	0	0	0	0	0
otu3226	0	0	0	0	0	0	0	3
otu3227	0	0	0	0	0	2	0	0
otu3228	0	0	0	0	1	0	1	0
otu3229	0	0	0	0	0	0	0	2
otu3230	0	0	0	0	1	1	0	0
otu3231	0	0	0	0	0	0	0	2
otu3232	0	0	0	0	0	2	0	1
otu3233	0	0	0	0	0	2	0	0
otu3234	0	0	0	0	0	3	0	0
otu3235	0	0	0	0	0	3	0	0
otu3236	0	0	0	0	1	1	0	0
otu3237	0	0	0	0	0	0	0	2
otu3238	0	0	0	2	0	0	0	0
otu3239	0	0	0	3	0	0	0	0
otu3240	0	0	0	0	0	1	0	1
otu3241	0	0	0	0	0	0	1	1
otu3242	0	0	0	0	0	3	0	0
otu3243	0	0	0	0	0	0	1	1
otu3244	0	0	0	0	0	3	0	0
otu3245	0	0	0	3	0	0	0	0
otu3246	1	0	0	1	0	0	0	0
otu3247	0	0	0	2	0	0	0	0
otu3248	0	0	0	0	0	3	0	0
otu3249	0	0	0	3	0	0	0	0
otu3250	0	0	0	0	0	3	0	0
otu3251	0	0	0	0	0	0	1	1
otu3252	0	0	0	0	0	3	0	0
otu3253	0	0	0	0	0	1	0	1
otu3254	0	0	0	0	0	0	0	2
otu3255	0	0	0	0	0	1	1	1
otu3256	0	0	0	3	0	0	0	0
otu3257	0	0	0	1	0	0	1	0
otu3258	0	0	0	0	0	1	0	1
otu3259	0	0	0	0	0	1	1	0
otu3260	0	0	0	0	0	0	0	3
otu3261	0	0	0	2	0	0	0	0
otu3262	0	0	0	0	0	2	0	0
otu3263	0	0	0	0	0	0	1	1
otu3264	0	0	0	0	0	2	0	0
otu3265	0	0	0	0	0	0	0	3
otu3266	0	0	0	0	0	2	1	0
otu3267	0	0	0	3	0	0	0	0
otu3268	0	0	0	3	0	0	0	0
otu3269	0	0	0	3	0	0	0	0
otu3270	0	0	0	0	0	3	0	0
otu3271	0	0	0	0	0	2	0	0
otu3272	0	0	0	0	0	3	0	0
otu3273	0	0	0	0	0	0	0	2
otu3274	0	0	0	1	0	0	0	1
otu3275	0	0	0	3	0	0	0	0
otu3276	0	0	0	0	0	3	0	0
otu3277	0	0	0	0	1	0	1	0
otu3278	0	0	0	3	0	0	0	0
otu3279	0	0	0	0	0	1	0	1
otu3280	0	0	0	0	1	1	0	0
otu3281	0	0	0	0	0	0	1	2
otu3282	0	0	0	0	0	2	0	0
otu3283	0	0	0	3	0	0	0	0
otu3284	0	0	0	0	0	0	0	2
otu3285	0	0	0	0	0	3	0	0
otu3286	0	0	0	0	0	3	0	0
otu3287	0	0	0	3	0	0	0	0
otu3288	0	0	0	0	1	0	1	0
otu3289	0	0	0	0	0	2	0	1
otu3290	0	0	0	3	0	0	0	0
otu3291	0	0	0	0	0	0	0	2
otu3292	0	0	0	0	0	3	0	0
otu3293	0	0	0	2	0	0	0	0
otu3294	0	0	0	0	0	1	1	0
otu3295	0	0	0	3	0	0	0	0
otu3296	0	0	0	0	0	1	1	0
otu3297	2	0	0	0	0	0	0	0
otu3298	0	0	0	0	0	2	0	1
otu3299	0	0	0	0	0	0	0	2
otu3300	0	0	0	0	0	2	0	0
otu3301	0	0	0	3	0	0	0	0
otu3302	0	0	0	0	0	1	0	1
otu3303	0	0	0	0	1	0	1	0
otu3304	0	0	0	2	0	0	0	0
otu3305	0	0	0	3	0	0	0	0
otu3306	0	0	0	0	0	0	1	1
otu3307	0	0	1	0	0	0	1	0
otu3308	1	0	0	1	0	0	0	0
otu3309	0	0	0	0	1	0	1	0
otu3310	0	0	0	3	0	0	0	0
otu3311	0	0	0	2	0	0	0	0
otu3312	0	0	0	0	0	3	0	0
otu3313	0	0	0	0	0	2	0	0
otu3314	0	0	0	0	0	3	0	0
otu3315	0	0	0	0	0	1	0	1
otu3316	0	0	0	0	0	2	0	0
otu3317	2	0	0	0	0	0	0	0
otu3318	0	0	0	0	0	1	0	1
otu3319	0	0	0	0	0	1	0	1
otu3320	0	0	0	0	0	0	1	1
otu3321	0	0	0	1	1	0	0	0
otu3322	0	0	0	0	0	2	0	1
otu3323	0	0	0	0	0	3	0	0
otu3324	2	0	0	0	0	0	0	0
otu3325	0	0	0	0	0	3	0	0
otu3326	0	0	0	0	1	1	0	1
otu3327	0	0	0	0	0	1	0	1
otu3328	0	0	0	0	0	3	0	0
otu3329	0	0	0	2	0	0	0	0
otu3330	0	0	0	0	0	3	0	0
otu3331	0	0	0	0	2	1	0	0
otu3332	0	0	0	0	0	1	0	1
otu3333	0	0	0	0	0	1	1	1
otu3334	0	0	0	0	0	0	1	2
otu3335	0	0	0	0	0	3	0	0
otu3336	0	0	0	0	0	1	1	0
otu3337	0	0	0	0	0	3	0	0
